Agence de rattachement,Sexe ,Age,Situation Matrimoniale,Occupation/profession,Nombres de mois de cotisation,Nombres de plans cotisés,Nombre de plans cotisés à terme,Montant de l'épargne cotisé,Nombre de transactions enregistrées,Nombre de crédits demandés,Montant de crédits demandés,Secteur d'activité économique du crédit demandé,Sous Secteur d'activité économique du crédit demandé,Nombres de crédit octroyés,Cotisation au RPC,Cautionnement signé,Revenus du Garant
A267, F ,40.0, Marié ,Commerce,39,39,38,3740000,194,4,2300000.0, COMMERCE , Informel ,2,1.0, Non ,150000.0
A267, F ,35.0, Marié ,Commerce,39,41,34,3103000,423,3,2400000.0, COMMERCE , Informel ,2,1.0, Non ,150000.0
A362, F ,60.0, Marié ,Couture,37,38,23,1247000,394,1,500000.0, COMMERCE , Informel ,0,1.0, Non ,150000.0
A320, F ,53.0, Marié ,Commerce,25,26,20,626000,355,1,250000.0, COMMERCE , Formel ,1,1.0, Oui ,65000.0
A320, F ,47.0, Marié ,Commerce,39,41,37,457100,483,2,200000.0, COMMERCE , Informel ,2,1.0, Non ,65000.0
A284, M ,25.0, Marié ,Couture,39,43,30,1279000,396,3,850000.0, COMMERCE , Informel ,0,1.0, Non ,65000.0
A284, M ,47.0, Marié ,Commerce,37,75,43,3833000,256,4,3700000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,65000.0
A284, F ,43.0, Marié ,Commerce,32,35,8,1275000,291,2,950000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,65000.0
A284, F ,32.0, Marié ,Commerce,39,39,1,2417500,473,3,1500000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,65000.0
A351, F ,23.0, Célibataire ,Commerce,39,39,3,585500,439,4,560000.0, COMMERCE , Informel ,3,1.0, Non ,65000.0
A351, M ,33.0, Marié ,Commerce,39,59,38,4978000,939,6,3000000.0, COMMERCE , Formel ,5,1.0, Non ,65000.0
A269, M ,36.0, Marié ,Commerce,24,28,3,902000,208,2,1500000.0, COMMERCE , Informel ,2,0.9219478098788444, Non ,65000.0
A269, F ,45.0, Marié ,Commerce,29,30,12,1273000,309,3,1300000.0, COMMERCE , Informel ,3,0.9219478098788444, Non ,65000.0
A269, M ,52.0, Marié ,Commerce,38,47,1,2885000,471,3,2900000.0, COMMERCE , Informel ,2,1.0, Non ,65000.0
A269, F ,51.0, Marié ,Administration,38,39,38,3344500,355,3,1400000.0, COMMERCE , Informel ,1,1.0, Non ,65000.0
A269, F ,34.0, Marié ,Commerce,21,22,5,180400,198,2,140000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,85000.0
A325, M ,39.0, Marié ,Commerce,39,40,34,5306000,509,3,2500000.0, COMMERCE , Formel ,1,1.0, Non ,85000.0
A325, F ,27.0, Célibataire ,Beauté,39,41,20,1543000,473,2,521000.0, COMMERCE , Formel ,0,1.0, Oui ,75000.0
A284, F ,53.0, Marié ,Commerce,38,38,3,889000,368,3,1060000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,75000.0
A284, F ,38.0, Célibataire ,Commerce,38,55,29,3735100,369,3,3000000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,75000.0
A284, F ,41.0, Marié ,Commerce,39,41,36,1751900,499,3,1300000.0, COMMERCE , Informel ,0,0.9219478098788444, Non ,75000.0
A284, F ,44.0, Marié ,Commerce,36,36,32,519000,532,2,260000.0, COMMERCE , Informel ,0,0.9219478098788444, Non ,75000.0
A284, F ,38.0, Marié ,Commerce,39,39,38,1453500,629,3,1020000.0, COMMERCE , Informel ,2,0.0, Non ,75000.0
A284, M ,49.0, Célibataire ,Commerce,36,40,18,1303000,102,1,500000.0, COMMERCE , Formel ,0,0.0, Oui ,120000.0
A352, F ,42.0, Marié ,Commerce,39,39,35,1156000,495,4,1050000.0, COMMERCE , Informel ,3,1.0, Non ,120000.0
A313, F ,51.0, Marié ,Commerce,36,36,31,1024000,141,1,300000.0, COMMERCE , Formel ,0,1.0, Oui ,360000.0
A351, F ,50.0, Marié ,Commerce,37,57,50,3469500,582,3,1400000.0, COMMERCE , Informel ,2,1.0, Non ,360000.0
A267, F ,43.0, Marié ,Commerce,39,44,36,5069000,595,2,2000000.0, COMMERCE , Informel ,0,1.0, Oui ,350000.0
A337, M ,31.0, Marié ,Commerce,39,39,38,2378000,640,3,1500000.0, COMMERCE , Formel ,3,1.0, Non ,350000.0
A267, M ,24.0, Célibataire ,Commerce,39,39,17,4419000,232,3,2600000.0, COMMERCE , Informel ,1,1.0, Non ,350000.0
A351, F ,50.0, Marié ,Commerce,39,39,33,1112000,584,4,960000.0, COMMERCE , Informel ,4,1.0, Non ,60000.0
A351, F ,42.0, Marié ,Commerce,34,34,24,1623000,382,4,1600000.0, COMMERCE , Informel ,4,1.0, Non ,60000.0
A348, F ,38.0, Célibataire ,Commerce,39,44,31,2184000,420,4,1900000.0, COMMERCE , Informel ,4,1.0, Non ,60000.0
A344, M ,50.0, Marié ,Commerce,34,35,33,3003000,448,2,1600000.0, COMMERCE , Informel ,0,1.0, Non ,60000.0
A321, F ,30.0, Marié ,Commerce,39,39,5,1734000,633,3,1300000.0, COMMERCE , Informel ,3,1.0, Non ,60000.0
A351, F ,36.0, Marié ,Commerce,28,29,12,343500,68,2,260000.0, COMMERCE , Informel ,2,1.0, Non ,60000.0
A345, F ,48.0, Marié ,Commerce,39,40,16,2498000,449,3,1260000.0, COMMERCE , Informel ,2,1.0, Non ,60000.0
A341, M ,39.0, Marié ,Commerce,39,41,35,3342500,519,2,1800000.0, COMMERCE , Informel ,0,1.0, Non ,60000.0
A362, F ,52.0, Marié ,Commerce,39,40,19,1888000,221,4,2000000.0, COMMERCE , Informel ,1,1.0, Non ,60000.0
A267, F ,38.0, Marié ,Commerce,39,46,46,5313000,599,2,2000000.0, COMMERCE , Informel ,0,1.0, Oui ,250000.0
A267, M ,42.0, Marié ,Commerce,38,38,13,3039000,309,5,2300000.0, COMMERCE , Informel ,1,1.0, Non ,250000.0
A346, F ,40.0, Marié ,Commerce,38,60,50,2772100,463,3,1500000.0, COMMERCE , Informel ,2,1.0, Non ,250000.0
A350, M ,59.0, Marié ,Administration,38,44,41,2572000,171,4,2000000.0, COMMERCE , Informel ,4,1.0, Non ,250000.0
A341, M ,26.0, Marié ,Tech_reparation,36,36,13,1107000,215,2,800000.0, COMMERCE , Informel ,1,1.0, Oui ,300000.0
A344, F ,40.0, Marié ,Commerce,38,38,16,2429000,374,3,1500000.0, COMMERCE , Formel ,3,1.0, Non ,300000.0
A350, F ,59.0, Marié ,Administration,39,41,1,2015000,275,3,1500000.0, COMMERCE , Informel ,3,0.0, Non ,200000.0
A349, F ,54.0, Marié ,Commerce,39,39,24,1853700,545,4,1600000.0, COMMERCE , Informel ,3,1.0, Non ,200000.0
A270, M ,29.0, Marié ,Artisan,39,40,39,3898000,391,4,2700000.0, COMMERCE , Informel ,1,1.0, Non ,200000.0
A352, M ,40.0, Marié ,Restauration,39,43,1,1198500,606,3,1000000.0, COMMERCE , Informel ,3,1.0, Non ,200000.0
A352, F ,54.0, Veuf ,Commerce,39,39,7,891400,609,3,700000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A351, F ,44.0, Marié ,Commerce,36,40,17,2458000,466,2,1000000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A267, M ,38.0, Marié ,Tech_reparation,39,46,4,1311500,473,4,1050000.0, COMMERCE , Formel ,1,1.0, Non ,200000.0
A351, M ,33.0, Marié ,Commerce,38,49,46,2024500,190,2,1000000.0, COMMERCE , Informel ,1,1.0, Oui ,300000.0
A344, F ,37.0, Marié ,Commerce,39,40,21,1706500,402,4,1650000.0, COMMERCE , Informel ,3,1.0, Non ,300000.0
A282, F ,48.0, Marié ,Couture,39,45,40,3868100,392,3,1500000.0, COMMERCE , Informel ,1,1.0, Non ,300000.0
A244, F ,35.0, Marié ,Commerce,24,24,13,489000,249,1,250000.0, COMMERCE , Informel ,1,1.0, Oui ,150000.0
A318, M ,47.0, Marié ,Commerce,38,41,4,2672000,306,1,450000.0, COMMERCE , Formel ,0,1.0, Oui ,200000.0
A267, F ,41.0, Marié ,Commerce,33,38,13,1708300,206,3,1500000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A234, M ,33.0, Marié ,Commerce,39,43,41,4045500,701,3,1230000.0, COMMERCE , Informel ,3,1.0, Non ,200000.0
A352, F ,36.0, Marié ,Commerce,36,38,31,556500,220,3,325000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A345, F ,38.0, Marié ,Commerce,39,39,37,1428500,548,4,280000.0, COMMERCE , Informel ,4,1.0, Non ,200000.0
A321, M ,57.0, Marié ,Commerce,39,40,38,6696000,729,3,1500000.0, COMMERCE , Informel ,3,1.0, Non ,200000.0
A269, F ,37.0, Marié ,Restauration,38,41,7,1967000,309,3,1800000.0, COMMERCE , Formel ,2,1.0, Non ,200000.0
A362, F ,31.0, Marié ,Commerce,29,30,15,715500,330,2,520000.0, COMMERCE , Informel ,0,1.0, Non ,200000.0
A351, M ,38.0, Célibataire ,Tech_reparation,34,34,18,569500,331,2,330000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A344, F ,38.0, Marié ,Administration,39,39,34,2506000,525,2,1000000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A352, F ,35.0, Marié ,Commerce,39,52,37,3039400,936,3,1400000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A351, F ,31.0, Marié ,Commerce,39,40,9,414900,444,4,560000.0, COMMERCE , Informel ,3,1.0, Non ,200000.0
A349, F ,32.0, Marié ,Commerce,39,42,39,1595000,167,3,1150000.0, COMMERCE , Informel ,3,1.0, Non ,200000.0
A338, M ,58.0, Marié ,Commerce,39,40,29,2054000,636,3,1080000.0, COMMERCE , Informel ,3,1.0, Non ,200000.0
A269, F ,40.0, Marié ,Commerce,38,39,37,1847000,268,2,1000000.0, COMMERCE , Informel ,1,0.0, Oui ,1000000.0
A267, F ,49.0, Marié ,Commerce,39,41,36,6357500,634,4,2000000.0, COMMERCE , Informel ,2,1.0, Non ,1000000.0
A267, F ,63.0, Marié ,Commerce,37,47,38,1554100,519,3,800000.0, COMMERCE , Informel ,1,1.0, Non ,1000000.0
A351, M ,35.0, Marié ,Commerce,39,42,31,2129500,572,3,1500000.0, COMMERCE , Informel ,3,1.0, Non ,150000.0
A300, M ,35.0, Marié ,Commerce,33,33,26,1911000,362,2,1000000.0, COMMERCE , Informel ,2,0.9219478098788444, Non ,150000.0
A270, F ,44.0, Marié ,Commerce,39,59,59,6289000,927,3,2450000.0, COMMERCE , Formel ,1,1.0, Non ,150000.0
A352, F ,45.0, Marié ,Commerce,37,37,5,1336000,525,3,1200000.0, COMMERCE , Formel ,2,1.0, Non ,150000.0
A349, M ,56.0, Marié ,Commerce,38,53,26,1322500,593,1,300000.0, COMMERCE , Informel ,1,1.0, Oui ,150000.0
A362, F ,25.0, Célibataire ,Commerce,35,44,17,2075000,652,1,500000.0, COMMERCE , Informel ,0,1.0, Non ,120000.0
A350, F ,42.0, Marié ,Commerce,39,39,32,1630000,327,2,1000000.0, COMMERCE , Informel ,1,0.0, Oui ,500000.0
A269, F ,51.0, Marié ,Commerce,38,41,4,1091400,307,2,800000.0, COMMERCE , Informel ,2,0.0, Non ,500000.0
A267, F ,39.0, Marié ,Commerce,39,43,41,2952000,499,3,800000.0, COMMERCE , Informel ,2,1.0, Non ,500000.0
A304, F ,37.0, Marié ,Commerce,39,41,37,2252100,377,1,400000.0, COMMERCE , Formel ,1,1.0, Oui ,150000.0
A270, M ,31.0, Marié ,Commerce,39,40,39,4099000,512,2,1800000.0, COMMERCE , Informel ,0,1.0, Oui ,250000.0
A270, M ,30.0, Marié ,Tech_reparation,34,34,32,1109500,473,2,400000.0, COMMERCE , Informel ,0,1.0, Non ,250000.0
A350, F ,49.0, Marié ,Commerce,38,49,32,1324600,564,3,700000.0, COMMERCE , Informel ,2,0.0, Non ,250000.0
A325, M ,48.0, Marié ,Tech_reparation,37,46,30,5572000,633,1,600000.0, COMMERCE , Formel ,0,1.0, Oui ,150000.0
A350, M ,39.0, Marié ,Commerce,39,59,22,5807000,591,6,3000000.0, COMMERCE , Informel ,3,0.0, Non ,150000.0
A335, F ,51.0, Marié ,Commerce,38,40,38,842400,295,3,650000.0, COMMERCE , Formel ,3,1.0, Non ,150000.0
A267, F ,59.0, Veuf ,Commerce,39,40,33,1901500,477,3,1350000.0, COMMERCE , Informel ,1,1.0, Non ,150000.0
A362, M ,41.0, Marié ,Autres,39,43,27,2149500,417,2,1000000.0, COMMERCE , Informel ,0,1.0, Non ,150000.0
A344, F ,45.0, Marié ,Commerce,39,41,30,2137000,402,2,1000000.0, COMMERCE , Informel ,2,1.0, Non ,150000.0
A351, M ,42.0, Célibataire ,Commerce,31,33,29,2848200,90,5,2000000.0, COMMERCE , Informel ,5,1.0, Non ,150000.0
A282, F ,60.0, Veuf ,Commerce,39,39,34,7357000,522,7,3500000.0, COMMERCE , Informel ,1,1.0, Non ,70000.0
A241, F ,39.0, Marié ,Commerce,36,38,31,1449600,467,3,780000.0, COMMERCE , Informel ,1,1.0, Oui ,0.0
A253, F ,36.0, Célibataire ,Commerce,34,40,28,975500,560,1,300000.0, COMMERCE , Informel ,0,1.0, Non ,0.0
A352, F ,45.0, Marié ,Commerce,38,38,28,1524700,292,3,1300000.0, COMMERCE , Formel ,3,1.0, Non ,0.0
A345, F ,43.0, Marié ,Commerce,38,38,28,1018000,531,3,750000.0, COMMERCE , Informel ,2,1.0, Non ,0.0
A270, M ,32.0, Célibataire ,Téléphonie_mobile,34,34,22,604000,203,2,400000.0, COMMERCE , Formel ,0,1.0, Non ,80000.0
A352, F ,38.0, Marié ,Commerce,39,83,36,1249800,991,3,700000.0, COMMERCE , Informel ,2,1.0, Non ,100000.0
A344, F ,43.0, Marié ,Commerce,38,56,51,5901500,809,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,250000.0
A267, F ,25.0, Célibataire ,Commerce,31,32,17,1577500,181,2,800000.0, COMMERCE , Informel ,1,1.0, Non ,250000.0
A362, F ,30.0, Marié ,Commerce,39,42,39,1787000,635,3,1260000.0, COMMERCE , Informel ,0,1.0, Non ,250000.0
A348, F ,53.0, Marié ,Commerce,39,40,1,772000,601,3,600000.0, COMMERCE , Informel ,3,0.0, Non ,250000.0
A267, F ,41.0, Marié ,Commerce,39,39,22,1697000,563,3,1090000.0, COMMERCE , Informel ,2,1.0, Non ,250000.0
A345, F ,41.0, Marié ,Commerce,39,55,7,820500,777,2,450000.0, COMMERCE , Informel ,0,1.0, Non ,250000.0
A341, M ,28.0, Célibataire ,Commerce,37,37,21,1750000,253,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,200000.0
A341, F ,44.0, Marié ,Commerce,39,42,39,2285600,628,3,1500000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A341, F ,27.0, Célibataire ,Commerce,34,39,18,1877000,260,3,1500000.0, COMMERCE , Informel ,3,1.0, Non ,200000.0
A269, F ,43.0, Marié ,Commerce,39,40,25,1879000,314,3,1200000.0, COMMERCE , Informel ,0,0.0, Non ,200000.0
A345, F ,60.0, Veuf ,Commerce,39,51,34,1229600,701,3,750000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A352, F ,37.0, Marié ,Commerce,39,39,14,1436000,620,5,1500000.0, COMMERCE , Formel ,3,1.0, Non ,200000.0
A344, M ,52.0, Marié ,Commerce,34,35,24,648700,351,3,500000.0, COMMERCE , Informel ,3,1.0, Non ,200000.0
A362, M ,43.0, Marié ,Commerce,39,76,65,1106500,535,2,520000.0, COMMERCE , Informel ,0,1.0, Non ,200000.0
A270, F ,37.0, Marié ,Commerce,38,39,33,3013000,111,5,3100000.0, COMMERCE , Informel ,1,1.0, Non ,200000.0
A267, F ,45.0, Marié ,Commerce,39,39,25,984000,444,2,500000.0, COMMERCE , Informel ,1,1.0, Oui ,150000.0
A352, F ,36.0, Marié ,Commerce,39,56,43,3172000,458,3,1500000.0, COMMERCE , Informel ,2,1.0, Non ,150000.0
A351, F ,61.0, Veuf ,Commerce,39,39,0,1133000,648,3,850000.0, COMMERCE , Informel ,3,1.0, Non ,150000.0
A313, M ,38.0, Marié ,Commerce,35,36,36,558000,56,1,150000.0, COMMERCE , Formel ,0,1.0, Oui ,50000.0
A267, F ,62.0, Marié ,Commerce,39,40,22,1197000,427,4,1030000.0, COMMERCE , Informel ,2,1.0, Non ,50000.0
A267, M ,30.0, Marié ,Commerce,38,39,17,4925000,371,4,3200000.0, COMMERCE , Informel ,3,1.0, Non ,50000.0
A348, M ,31.0, Marié ,Commerce,35,40,30,2190000,522,2,1000000.0, COMMERCE , Formel ,2,1.0, Non ,50000.0
A346, M ,64.0, Célibataire ,Commerce,35,36,17,7240000,492,1,2000000.0, COMMERCE , Informel ,0,1.0, Non ,50000.0
A269, F ,60.0, Marié ,Commerce,39,48,7,5374000,459,4,4000000.0, COMMERCE , Informel ,2,0.0, Non ,50000.0
A267, F ,49.0, Marié ,Commerce,39,42,39,2378500,274,4,1990000.0, COMMERCE , Informel ,1,1.0, Non ,50000.0
A267, M ,36.0, Marié ,Commerce,39,45,12,4463000,643,4,3700000.0, COMMERCE , Informel ,2,1.0, Non ,50000.0
A263, F ,35.0, Marié ,Commerce,29,31,4,2261000,55,2,850000.0, COMMERCE , Formel ,0,1.0, Non ,50000.0
A349, F ,37.0, Marié ,Commerce,37,40,15,1702700,262,3,1500000.0, COMMERCE , Informel ,3,1.0, Non ,50000.0
A345, F ,57.0, Marié ,Commerce,39,48,26,2582200,595,4,2000000.0, COMMERCE , Informel ,2,1.0, Non ,50000.0
A267, F ,46.0, Marié ,Beauté,39,39,26,1569600,239,3,1300000.0, COMMERCE , Informel ,1,1.0, Non ,50000.0
A267, F ,34.0, Marié ,Commerce,21,22,11,1020000,166,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,250000.0
A348, F ,39.0, Marié ,Commerce,39,68,64,8485000,449,3,2500000.0, COMMERCE , Informel ,3,1.0, Non ,250000.0
A345, M ,70.0, Marié ,Commerce,29,29,10,1258000,111,2,1000000.0, COMMERCE , Formel ,2,1.0, Non ,250000.0
A352, F ,39.0, Marié ,Commerce,18,19,6,418000,125,1,500000.0, COMMERCE , Formel ,0,1.0, Non ,250000.0
A337, F ,29.0, Célibataire ,Commerce,39,39,39,5380000,227,5,2900000.0, COMMERCE , Informel ,5,1.0, Non ,250000.0
A267, F ,53.0, Marié ,Commerce,39,40,19,392700,440,4,460000.0, COMMERCE , Informel ,1,1.0, Non ,250000.0
A251, M ,40.0, Marié ,Commerce,36,46,25,922400,557,2,560000.0, COMMERCE , Informel ,2,1.0, Non ,250000.0
A251, M ,26.0, Marié ,Commerce,38,41,28,2275000,420,3,1061000.0, COMMERCE , Informel ,2,1.0, Non ,250000.0
A284, F ,41.0, Marié ,Commerce,39,39,10,1698000,532,2,1000000.0, COMMERCE , Formel ,0,0.9219478098788444, Non ,250000.0
A284, F ,32.0, Célibataire ,Commerce,38,39,30,1400700,217,2,800000.0, COMMERCE , Formel ,0,0.9219478098788444, Non ,250000.0
A351, F ,45.0, Marié ,Commerce,38,65,10,1038000,631,2,350000.0, COMMERCE , Informel ,2,1.0, Non ,250000.0
A348, M ,52.0, Marié ,Commerce,39,51,40,3548000,717,3,1500000.0, COMMERCE , Informel ,3,1.0, Non ,250000.0
A348, M ,63.0, Marié ,Artisan,35,35,33,1105500,443,1,200000.0, COMMERCE , Informel ,1,1.0, Oui ,250000.0
A263, M ,32.0, Marié ,Commerce,39,39,0,2835000,355,3,1500000.0, COMMERCE , Formel ,1,1.0, Non ,250000.0
A269, F ,49.0, Marié ,Commerce,39,41,37,2165500,334,5,1700000.0, COMMERCE , Informel ,3,1.0, Non ,250000.0
A349, F ,59.0, Inconnue ,Commerce,39,41,32,2509500,652,4,1800000.0, COMMERCE , Informel ,3,1.0, Non ,250000.0
A337, M ,35.0, Célibataire ,Commerce,38,82,41,7777000,1102,1,1000000.0, COMMERCE , Formel ,1,1.0, Oui ,250000.0
A328, F ,40.0, Marié ,Commerce,39,40,39,3216000,676,2,915000.0, COMMERCE , Formel ,2,1.0, Non ,250000.0
A270, F ,39.0, Marié ,Commerce,27,27,17,2163000,266,3,2100000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,250000.0
A267, F ,34.0, Marié ,Commerce,39,39,20,1818000,349,3,1500000.0, COMMERCE , Informel ,0,1.0, Non ,250000.0
A251, M ,32.0, Marié ,Commerce,37,39,30,2052500,423,4,1123000.0, COMMERCE , Informel ,4,1.0, Non ,250000.0
A350, M ,56.0, Marié ,Commerce,37,38,30,2056000,276,3,1800000.0, COMMERCE , Informel ,2,0.9219478098788444, Non ,250000.0
A349, F ,37.0, Marié ,Commerce,15,15,9,150500,131,1,130000.0, COMMERCE , Informel ,1,1.0, Oui ,200000.0
A349, F ,38.0, Marié ,Commerce,39,40,29,574500,565,3,500000.0, COMMERCE , Informel ,3,1.0, Non ,200000.0
A348, M ,47.0, Célibataire ,Commerce,38,43,39,2512000,145,4,2000000.0, COMMERCE , Informel ,4,1.0, Non ,200000.0
A321, F ,41.0, Marié ,Commerce,39,41,29,1402500,534,4,1260000.0, COMMERCE , Informel ,4,1.0, Non ,200000.0
A305, M ,36.0, Marié ,Commerce,30,30,28,930500,212,2,636000.0, COMMERCE , Informel ,1,0.0, Non ,200000.0
A251, M ,36.0, Marié ,Commerce,20,22,20,3867000,199,2,2000000.0, COMMERCE , Informel ,1,1.0, Non ,200000.0
A270, F ,55.0, Marié ,Commerce,39,39,38,4314000,499,1,800000.0, COMMERCE , Informel ,0,1.0, Oui ,250000.0
A267, M ,44.0, Marié ,Autres,38,54,43,5876000,72,4,2900000.0, COMMERCE , Informel ,3,1.0, Non ,250000.0
A325, M ,49.0, Marié ,Commerce,37,51,8,1789000,615,1,500000.0, COMMERCE , Formel ,0,1.0, Non ,250000.0
A352, M ,45.0, Marié ,Commerce,39,92,86,4534500,1479,3,1300000.0, COMMERCE , Informel ,3,1.0, Non ,250000.0
A269, F ,53.0, Veuf ,Commerce,39,43,21,5099000,571,4,3300000.0, COMMERCE , Informel ,1,1.0, Non ,250000.0
A269, F ,39.0, Célibataire ,Commerce,16,18,8,3510000,183,2,2000000.0, COMMERCE , Formel ,2,1.0, Non ,250000.0
A267, F ,37.0, Marié ,Commerce,39,52,50,1697600,572,2,700000.0, COMMERCE , Informel ,0,1.0, Oui ,250000.0
A267, F ,41.0, Marié ,Beauté,31,34,9,1697500,75,3,2100000.0, COMMERCE , Informel ,0,1.0, Oui ,100000.0
A328, F ,50.0, Marié ,Commerce,38,39,33,754800,446,1,135000.0, COMMERCE , Informel ,1,1.0, Oui ,150000.0
A267, F ,47.0, Marié ,Commerce,39,42,5,5730000,500,3,2500000.0, COMMERCE , Informel ,1,1.0, Non ,150000.0
A350, M ,61.0, Marié ,Administration,19,19,6,927000,159,1,300000.0, COMMERCE , Informel ,1,0.0, Oui ,600000.0
A348, F ,50.0, Marié ,Commerce,29,30,11,316100,399,2,300000.0, COMMERCE , Informel ,2,1.0, Non ,600000.0
A328, F ,43.0, Marié ,Commerce,22,23,17,585000,52,1,250000.0, COMMERCE , Informel ,0,1.0, Oui ,100000.0
A317, M ,45.0, Marié ,Commerce,37,39,36,3630000,552,1,1000000.0, COMMERCE , Formel ,1,1.0, Oui ,200000.0
A269, M ,37.0, Marié ,Commerce,39,42,15,4877500,207,3,3000000.0, COMMERCE , Informel ,2,0.0, Non ,200000.0
A267, M ,36.0, Marié ,Commerce,39,77,40,25330000,790,3,3000000.0, COMMERCE , Informel ,0,1.0, Non ,200000.0
A351, F ,67.0, Marié ,Commerce,36,40,37,1566700,125,4,1030000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A335, M ,49.0, Marié ,Restauration,38,39,4,1064000,418,2,600000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A328, M ,51.0, Célibataire ,Tech_reparation,38,38,20,940000,455,3,540000.0, COMMERCE , Formel ,2,1.0, Non ,200000.0
A270, F ,34.0, Marié ,Commerce,38,38,36,2308000,315,5,2500000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A269, M ,37.0, Marié ,Commerce,39,41,38,32487000,754,6,6000000.0, COMMERCE , Informel ,3,0.0, Non ,200000.0
A351, F ,37.0, Marié ,Commerce,38,49,32,1314100,520,2,600000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A267, M ,35.0, Marié ,Commerce,36,36,32,1284900,525,3,900000.0, COMMERCE , Informel ,1,1.0, Non ,200000.0
A267, F ,45.0, Marié ,Commerce,39,40,37,6054000,375,5,3800000.0, COMMERCE , Informel ,1,1.0, Non ,200000.0
A328, F ,43.0, Marié ,Commerce,39,39,13,546500,431,2,235000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A267, M ,33.0, Marié ,Commerce,39,40,5,2082000,330,3,1800000.0, COMMERCE , Informel ,1,1.0, Non ,200000.0
A267, F ,41.0, Marié ,Commerce,38,40,28,1579000,437,2,750000.0, COMMERCE , Informel ,1,1.0, Non ,200000.0
A267, M ,55.0, Marié ,Beauté,39,40,25,5060000,349,3,3000000.0, COMMERCE , Informel ,1,1.0, Non ,200000.0
A351, M ,33.0, Marié ,Restauration,38,48,30,1557500,581,5,2000000.0, COMMERCE , Informel ,3,1.0, Non ,200000.0
A348, F ,37.0, Marié ,Commerce,22,22,20,1014000,36,2,1000000.0, COMMERCE , Informel ,2,1.0, Oui ,80000.0
A351, F ,60.0, Veuf ,Commerce,39,41,20,954000,626,5,980000.0, COMMERCE , Informel ,4,1.0, Non ,80000.0
A321, M ,31.0, Marié ,Commerce,39,39,29,2066000,622,4,1850000.0, COMMERCE , Informel ,4,1.0, Non ,80000.0
A320, F ,46.0, Marié ,Commerce,37,38,31,1400000,438,4,1100000.0, COMMERCE , Informel ,4,1.0, Non ,80000.0
A267, F ,35.0, Marié ,Commerce,39,58,30,1105600,619,4,965000.0, COMMERCE , Informel ,2,1.0, Non ,80000.0
A350, F ,42.0, Marié ,Restauration,39,57,37,785900,673,1,200000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,100000.0
A269, F ,55.0, Marié ,Commerce,39,40,3,720000,414,3,750000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,100000.0
A267, F ,37.0, Marié ,Commerce,39,41,12,510400,509,2,300000.0, COMMERCE , Informel ,0,1.0, Oui ,46000.0
A351, F ,50.0, Marié ,Commerce,36,36,31,1457500,290,4,1150000.0, COMMERCE , Informel ,3,1.0, Non ,46000.0
A270, M ,28.0, Marié ,Commerce,38,40,10,2739000,188,3,2400000.0, COMMERCE , Informel ,1,1.0, Non ,46000.0
A270, M ,43.0, Marié ,Commerce,34,34,32,5723000,95,3,3000000.0, COMMERCE , Informel ,0,1.0, Oui ,300000.0
A269, F ,53.0, Marié ,Commerce,37,40,10,538500,307,2,250000.0, COMMERCE , Informel ,2,0.0, Non ,300000.0
A269, M ,35.0, Marié ,Commerce,30,33,14,4350000,45,2,2000000.0, COMMERCE , Formel ,2,1.0, Non ,300000.0
A270, M ,28.0, Marié ,Commerce,29,39,39,2213000,474,2,1500000.0, COMMERCE , Formel ,0,1.0, Non ,300000.0
A305, F ,37.0, Marié ,Commerce,39,40,39,1229000,249,3,816000.0, COMMERCE , Informel ,1,0.0, Non ,300000.0
A313, F ,43.0, Marié ,Commerce,37,37,30,1009700,631,1,300000.0, COMMERCE , Formel ,0,1.0, Oui ,150000.0
A247, F ,28.0, Marié ,Commerce,18,19,15,603000,218,1,235000.0, COMMERCE , Informel ,0,1.0, Oui ,150000.0
